VALUE,COUNT,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL
1,155604,Open Water,na,Open Water,Open Water,Open Water,Water
2,4217,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
3,6051,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,UN
4,2285,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,E
5,2971,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
6,5351,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
7,8693,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,E
8,9250,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,E
9,43826,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,E
10,4839,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN
11,27262,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
12,273110,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E
13,759,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN
14,312,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,E
15,3016,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,E
16,39054,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
17,255738,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
18,18312,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,E
19,16981,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
20,4546,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,UN
21,39534,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
22,13099,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
23,16638,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
24,37924,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
25,49320,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
26,226,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
27,1146,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
28,128,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Freshwater Marsh,Riparian,UN
29,163934,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
30,19831,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Developed-Roads,Developed-Roads,Urban
31,10468,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
32,20238,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN
33,13053,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
34,2877,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
35,18812,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
36,17808,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
37,93955,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
38,15214,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
39,29485,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
40,5700,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
41,7316,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,E
42,2288,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
43,19556,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
44,78422,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
45,10354,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
46,9169,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
47,2777,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
48,84619,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
49,496,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
50,1477,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
51,5045,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
52,1521,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,E
53,435,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
54,7107,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
55,1223,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,E
56,630,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
57,810,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
58,6666,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Developed-Roads,Developed-Roads,Urban
59,5560,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Developed-Roads,Developed-Roads,Urban
60,7820,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,D
61,80,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
62,2336,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
63,42713,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,D
64,672,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian,E
65,50873,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
66,564,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
67,5099,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
68,1139,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B
69,1187,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,E
70,223,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
71,22,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern Great Lakes Coastal Marsh,Riparian,UN
72,260,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
73,3412,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
74,79723,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,D
75,711,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
76,185,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
77,5,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Floodplain Shrubland,Riparian,UN
78,936,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
79,1012,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,B
80,62,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C
81,460,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C
82,309,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
83,216,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,C
84,5164,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,D
85,578,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
86,2242,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,D
87,4452,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,D
88,55,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,D
89,16988,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D
90,6435,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D
91,3146,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
92,14657,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D
93,92,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
94,2039,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,UN
95,2121,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
96,279,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
97,1766,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
98,32,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,UN
99,3657,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian Bog,Riparian,A
100,2431,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,D
101,23789,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
102,220,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
103,189,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,B
104,1623,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,UN
105,1300,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
106,2287,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN
107,3833,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,D
108,2550,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
109,440,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,C
110,236,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
111,1494,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Floodplain Forest,Riparian,D
112,778,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,UN
113,1019,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
114,902,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Floodplain Forest,Riparian,D
115,2422,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Wet Meadow,Riparian,A
116,3448,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
117,1054,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,D
118,2209,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Developed-High Intensity,Developed-High Intensity,Urban
119,773,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Floodplain Forest,Riparian,C
120,1552,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,A
121,254,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Developed-Low Intensity,Developed-Low Intensity,Urban
122,414,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B
123,875,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,D
124,707,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Developed-Roads,Developed-Roads,Urban
125,2428,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
126,4368,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Developed-Roads,Developed-Roads,Urban
127,952,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,D
128,3044,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
129,76,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern Great Lakes Coastal Marsh,Riparian,A
130,1870,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
131,34,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern Great Lakes Interdunal Wetland,Riparian,A
132,86,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Pine Barrens,Conifer,D
133,8,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern Great Lakes Interdunal Wetland,Riparian,A
134,54,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A
135,369,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
136,175,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,A
137,975,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian Bog,Riparian,A
138,18,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,D
139,2095,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
140,2701,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,A
141,261,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C
142,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern Great Lakes Interdunal Wetland,Riparian,B
143,819,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,D
144,844,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,D
145,6831,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Wet Meadow,Riparian,B
146,563,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C
147,4863,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C
148,401,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C
149,189,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
150,3839,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,C
151,856,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
152,331,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
153,15,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,C
154,4630,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,A
155,1449,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,UN
156,5087,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
157,5615,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,D
158,859,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Pine Barrens,Conifer,C
159,62,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,D
160,25,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,UN
161,10,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern Great Lakes Coastal Marsh,Riparian,A
162,236,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
163,588,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
164,6214,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,B
165,1968,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
166,249,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
167,297,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Great Lakes Wooded Dune and Swale,Riparian,D
168,279,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
169,1,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,A
170,9,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,B
171,34,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
172,254,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
173,2803,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Tree Cover,Conifer,D
174,36,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D
175,654,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
176,77,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
177,384,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
